age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
58,Female,Married,Other,33692.43,2807.7,Employed,0.099,761,6701.8,Home,7.51,36,208.5,B4,5,32617.64,30242.85,2,0,2,1
36,Female,Married,High School,8068.9,672.41,Employed,0.115,714,21058.83,Debt consolidation,11.72,36,696.64,C4,2,7275.33,5249.92,2,0,2,1
22,Male,Married,Master's,22710.62,1892.55,Employed,0.245,561,8047.27,Business,18.69,60,207.38,F5,2,30235.1,13814.59,0,0,0,1
51,Female,Single,High School,32144.37,2678.7,Employed,0.166,779,16157.1,Car,14.47,36,555.91,B4,5,50506.58,4529.02,2,0,3,1
48,Female,Single,High School,7884.45,657.04,Employed,0.012,656,15544.75,Debt consolidation,14.65,60,366.96,D4,7,13881.75,4620.73,0,0,0,1
27,Male,Single,Bachelor's,18769.71,1564.14,Unemployed,0.094,668,29707.12,Medical,13.26,60,679.89,D1,4,31610.65,27442.18,0,0,1,0
50,Female,Single,High School,24936.91,2078.08,Employed,0.158,637,17056.23,Business,15.1,36,592.1,D2,4,36602.46,2195.28,2,0,2,1
63,Female,Married,Bachelor's,29921.59,2493.47,Self-employed,0.527,652,16418.74,Debt consolidation,18,36,593.58,D3,3,36853.23,16635.76,3,0,4,1
27,Female,Divorced,Bachelor's,78131.94,6511,Employed,0.13,591,13606.98,Home,14.46,36,468.1,E2,2,56391.93,23598.02,4,0,4,1
56,Male,Married,Bachelor's,31308.85,2609.07,Self-employed,0.135,722,500,Debt consolidation,12.98,36,16.84,C1,2,29360.01,27606.8,0,0,0,1
49,Male,Married,Master's,25520.09,2126.67,Unemployed,0.367,689,27418.16,Other,10.68,36,893.49,C5,3,29150.47,14767.44,2,0,4,0
44,Male,Married,High School,62250.52,5187.54,Retired,0.084,602,8372.07,Other,14.46,60,196.81,E4,3,50348.86,10862.98,0,0,1,1
72,Male,Married,High School,21713.53,1809.46,Employed,0.16,767,23344.58,Debt consolidation,12.07,60,520.11,B4,2,13250.06,1862.69,3,0,4,1
59,Female,Married,Master's,106715.58,8892.96,Unemployed,0.15,577,12654.23,Vacation,12.85,36,425.46,F3,3,119843.35,86163.13,5,0,5,0
24,Male,Married,Bachelor's,23228.65,1935.72,Employed,0.049,633,8660.44,Debt consolidation,12.56,36,289.97,D4,3,15725.14,5880.93,3,0,4,1
49,Male,Single,Bachelor's,28645.71,2387.14,Employed,0.103,693,10143.97,Other,11.3,36,333.54,C3,7,25778.85,23991.11,3,0,4,1
64,Male,Single,Other,31471.3,2622.61,Retired,0.273,641,26776.63,Debt consolidation,12.65,36,897.7,D3,7,44097.55,29317.68,3,0,4,1
25,Male,Married,Bachelor's,52386.97,4365.58,Retired,0.06,649,22026.42,Medical,12.03,36,731.91,D1,8,83019.48,73767.27,0,0,0,1
75,Female,Divorced,High School,61186.29,5098.86,Employed,0.221,630,16045.49,Debt consolidation,12.35,36,535.63,D2,6,81773.85,47306.12,2,0,2,1
49,Female,Married,Bachelor's,43925.49,3660.46,Employed,0.156,708,23207.58,Car,10.71,60,501.24,C3,2,27931,15265.46,0,0,0,1
50,Male,Single,Master's,26323.99,2193.67,Unemployed,0.186,640,28397.63,Other,10.36,60,608.41,D5,5,34618.6,29547.76,1,0,1,0
49,Male,Married,Bachelor's,17909.17,1492.43,Unemployed,0.124,720,13598.37,Car,9.06,60,282.68,C3,1,26306.93,7794.74,1,0,3,0
46,Male,Married,Bachelor's,44806.81,3733.9,Employed,0.233,549,6160.49,Home,16.92,36,219.39,F1,1,61162,33355.89,2,0,2,1
39,Male,Divorced,Bachelor's,50275.2,4189.6,Student,0.107,689,18898.12,Education,13.74,36,643.51,C1,6,44814.26,31797.4,3,1,3,1
46,Male,Single,Bachelor's,61850.41,5154.2,Self-employed,0.023,674,11575.93,Business,12.32,60,259.38,C2,6,87789.2,34516.01,0,0,1,1
57,Female,Married,High School,16359.41,1363.28,Employed,0.124,710,25346.04,Debt consolidation,12.75,60,573.46,C2,4,12542.41,6088.11,1,0,1,1
47,Male,Married,High School,36935.23,3077.94,Employed,0.188,631,8146.64,Car,12.5,36,272.53,D1,7,61500.29,58391.71,2,0,2,1
50,Female,Widowed,Bachelor's,17310.78,1442.56,Employed,0.187,669,3259.15,Debt consolidation,18.62,36,118.84,D5,6,23755.64,16085.55,2,0,3,1
71,Female,Married,Bachelor's,39665.15,3305.43,Self-employed,0.057,772,17994.12,Debt consolidation,9.78,36,578.76,B5,4,36388.76,8322.74,3,0,4,1
73,Male,Married,Master's,25799.47,2149.96,Employed,0.144,644,24777.22,Debt consolidation,10.77,60,535.88,D2,7,45419.07,9053.76,2,0,2,1
50,Female,Single,High School,23914.74,1992.9,Self-employed,0.017,776,11605.26,Debt consolidation,11.35,36,381.87,B4,5,18034.08,16833.13,0,0,0,1
23,Female,Single,High School,79712.79,6642.73,Employed,0.049,793,8293.23,Debt consolidation,10.48,60,178.17,B2,5,51182.22,4226.51,2,0,3,1
63,Female,Single,High School,71407.31,5950.61,Employed,0.427,788,8441.61,Other,9.05,60,175.44,B3,10,87961.27,36565.19,2,0,2,1
27,Female,Married,Bachelor's,41168.01,3430.67,Unemployed,0.207,667,8407.98,Car,13.6,60,193.9,D5,8,35375.41,3282.45,2,0,2,0
69,Male,Single,Bachelor's,25461,2121.75,Employed,0.2,684,8754.01,Other,9.47,36,280.29,C3,5,42383,34108.93,2,0,2,1
29,Female,Single,Bachelor's,56129,4677.42,Self-employed,0.103,633,12075.14,Medical,13.1,36,407.44,D3,6,58140.22,38725.08,2,0,2,1
73,Male,Married,High School,62362.54,5196.88,Employed,0.255,616,8028.78,Education,14.45,36,276.16,D3,3,89192.34,9006.53,2,0,2,1
61,Female,Married,Bachelor's,35899.14,2991.6,Employed,0.46,730,15495.84,Home,11,36,507.31,C1,7,41251.59,33200.61,4,0,5,1
62,Male,Married,Master's,59017.99,4918.17,Employed,0.063,700,21250.76,Medical,12.66,36,712.55,C3,6,89882.32,33275.88,1,0,2,1
33,Male,Single,Bachelor's,36602,3050.17,Employed,0.092,715,23490.19,Medical,14.09,60,547.67,C4,5,29612.27,10419.95,3,0,4,1
35,Female,Divorced,Bachelor's,26344.01,2195.33,Employed,0.135,575,24925.53,Business,14,36,851.9,F4,2,19417.33,7485.22,1,0,1,1
74,Male,Married,High School,43447.66,3620.64,Employed,0.06,602,11484.97,Business,16.2,60,280.51,E4,8,50527.25,3098.45,0,0,0,1
25,Male,Single,Master's,18595.24,1549.6,Employed,0.226,671,500,Debt consolidation,10.65,36,16.29,C5,6,18381.08,12870.64,2,0,2,1
49,Male,Married,Bachelor's,20398.69,1699.89,Employed,0.083,681,12651.69,Medical,12.77,36,424.89,C3,5,34485.82,30173.49,2,0,2,1
55,Female,Single,PhD,13785.97,1148.83,Student,0.148,582,14286.89,Debt consolidation,13.64,60,329.77,E2,5,13323.28,6449.18,0,0,0,0
47,Female,Married,Bachelor's,90845.94,7570.5,Employed,0.111,633,19322.62,Medical,10.24,36,625.67,D2,5,130392.65,18425.49,3,0,4,1
47,Female,Single,High School,26401.32,2200.11,Employed,0.269,800,500,Other,5.07,36,15,A1,6,33820.93,29279.36,3,0,3,1
28,Female,Married,Bachelor's,79911.91,6659.33,Unemployed,0.145,690,12359.93,Other,11.24,36,406.05,C4,7,96177.67,55886.88,0,0,2,0
52,Female,Widowed,Bachelor's,11342.98,945.25,Employed,0.101,704,3057.04,Other,10.36,36,99.16,C5,5,14020.19,3655,1,0,3,1
40,Male,Single,Bachelor's,161635.78,13469.65,Self-employed,0.179,754,15011.15,Car,8.05,36,470.74,B2,1,182398.39,158981.18,1,0,2,1
30,Male,Single,Master's,31838.83,2653.24,Employed,0.157,661,28596.56,Other,15.84,36,1003.11,D3,1,25717.6,8226.24,1,0,1,1
33,Female,Single,High School,43185.17,3598.76,Employed,0.058,667,19799.77,Car,10.99,60,430.4,D4,3,39901.94,28987.52,2,0,2,1
49,Male,Married,High School,17499.86,1458.32,Employed,0.076,473,4582.07,Debt consolidation,15.28,60,109.68,F2,5,26766.17,22583.37,3,0,4,1
55,Male,Single,High School,32925.64,2743.8,Unemployed,0.129,713,11330.54,Other,13.62,60,261.41,C5,4,43780.52,26721.68,1,0,2,0
74,Male,Married,Other,24534.49,2044.54,Employed,0.066,662,14667.53,Debt consolidation,10.9,36,479.5,D3,3,22663.39,14074.37,1,0,2,1
28,Female,Single,High School,20890.43,1740.87,Employed,0.289,757,3487.09,Medical,10.59,60,75.11,B5,5,34242.94,26411.72,1,0,3,1
49,Male,Married,Bachelor's,30163.17,2513.6,Employed,0.469,718,17018.62,Home,10.54,36,553.47,C2,6,35557.89,27751.31,2,0,2,0
51,Female,Married,Bachelor's,13128.41,1094.03,Unemployed,0.124,595,26222.12,Debt consolidation,11.7,36,867.2,E4,7,23025.38,21595.1,1,0,1,0
61,Female,Divorced,Bachelor's,116460.11,9705.01,Employed,0.21,749,16681.48,Home,12.91,60,378.79,B4,8,85885.94,50345.25,2,0,2,1
50,Female,Single,Master's,30866,2572.17,Student,0.141,769,21081.31,Education,10.66,36,686.79,B4,9,30016.67,22314.97,1,0,2,1
42,Other,Married,High School,73936.28,6161.36,Employed,0.208,697,500,Vacation,9.82,60,10.58,C5,3,67476.65,15681.36,3,0,3,1
41,Male,Married,High School,207507.82,17292.32,Employed,0.097,574,19801.35,Business,12.44,60,444.89,F5,7,222933.74,58914.84,3,0,4,1
32,Female,Married,Bachelor's,23883.44,1990.29,Employed,0.083,647,4033.48,Debt consolidation,8.46,36,127.25,D5,7,22832.88,7983.4,4,0,6,1
31,Female,Single,Bachelor's,44940.72,3745.06,Employed,0.235,653,8448.66,Debt consolidation,11.26,36,277.64,D2,2,45580.15,25684.6,2,0,2,1
22,Female,Single,Bachelor's,48294.58,4024.55,Employed,0.112,773,500,Other,7.42,60,10,B5,2,66424.22,25882.77,1,0,1,1
70,Female,Married,Bachelor's,17097.73,1424.81,Student,0.164,715,7396.7,Car,10.72,36,241.18,C1,7,17425.72,11839.61,1,0,1,0
61,Male,Married,Master's,60448.69,5037.39,Employed,0.293,689,13177.76,Debt consolidation,15.25,36,458.43,C4,5,59081.68,13313.72,2,0,3,0
22,Female,Single,Master's,82159.62,6846.63,Employed,0.291,697,14196.26,Debt consolidation,9.99,36,458.01,C5,7,97860.14,7100.31,2,0,3,1
54,Male,Single,Master's,28145.17,2345.43,Employed,0.066,667,12779.16,Home,11.28,36,420.07,D3,5,28417.49,8737.85,1,0,2,1
23,Other,Single,Master's,47443.39,3953.62,Employed,0.103,649,14186.6,Other,13.3,60,324.97,D5,3,59294.04,17962.32,0,0,0,0
36,Female,Married,High School,39129.59,3260.8,Employed,0.081,629,3457.02,Vacation,17.55,36,124.2,D2,6,59850.05,25822.4,3,0,4,1
71,Female,Married,High School,32187.71,2682.31,Unemployed,0.293,617,19739.47,Debt consolidation,17.17,36,705.44,D1,7,42506.5,7389.58,3,0,4,0
24,Female,Married,Master's,67313.89,5609.49,Unemployed,0.095,630,500,Debt consolidation,12.71,60,11.3,D2,6,69797.96,23887.26,1,0,1,0
43,Male,Single,Bachelor's,24040.59,2003.38,Employed,0.067,692,12603.57,Car,11.59,36,416.16,C5,6,25560.08,15663.97,4,0,5,1
70,Male,Single,Bachelor's,28962.59,2413.55,Self-employed,0.214,568,3491.57,Other,16.46,36,123.55,F5,2,17873.74,3057.52,0,0,0,1
40,Female,Married,Master's,15630.57,1302.55,Employed,0.06,745,500,Home,14.1,60,11.66,B3,8,19847.19,6969.22,1,0,1,1
45,Male,Single,PhD,27312.22,2276.02,Unemployed,0.077,664,11232.03,Vacation,11.72,60,248.26,D2,1,26649.51,3655.26,0,0,1,0
50,Male,Single,Bachelor's,64718.32,5393.19,Employed,0.156,638,3180.06,Education,9.89,60,67.39,D2,4,96282.05,29653.01,2,0,4,0
38,Female,Married,High School,33887.91,2823.99,Employed,0.08,592,8959.41,Education,16.07,36,315.3,E1,2,47697.46,27577.32,1,0,1,1
62,Male,Single,High School,25077.05,2089.75,Employed,0.132,754,13234.35,Debt consolidation,11.05,60,288.08,B5,8,28681.46,15345.12,3,0,3,1
31,Female,Married,Bachelor's,11778.43,981.54,Employed,0.209,546,18200.61,Education,13.44,60,418.23,F4,10,19045.39,6589,0,0,1,0
49,Female,Single,Master's,14458.33,1204.86,Retired,0.111,773,15940.39,Other,12.12,36,530.36,B5,7,15630.54,6992.25,2,0,2,1
37,Female,Single,High School,16077.08,1339.76,Unemployed,0.024,610,18271.81,Other,9.97,36,589.32,D4,4,16584.63,14578.31,2,0,2,0
46,Female,Single,High School,37392.4,3116.03,Unemployed,0.181,558,17357,Other,16.99,60,431.27,F1,3,54358.16,24170.19,1,0,1,0
43,Male,Married,Other,106801.88,8900.16,Employed,0.377,653,26368.06,Home,15.72,36,923.38,D1,3,140907.1,123923.09,2,0,2,1
72,Male,Married,Bachelor's,52604.86,4383.74,Employed,0.235,718,22641.16,Debt consolidation,9.31,36,723.25,C1,8,39109.53,28925.27,1,0,3,1
68,Male,Married,High School,33639.94,2803.33,Employed,0.055,684,15986.07,Other,11.69,36,528.6,C1,4,47993.12,37980.78,1,0,5,1
40,Female,Married,High School,57971.78,4830.98,Employed,0.227,591,13158.89,Car,12.39,36,439.52,E3,2,41503.87,31607.84,2,0,3,1
65,Male,Single,Master's,26519.75,2209.98,Self-employed,0.081,661,14652.73,Other,12.63,60,330.63,D2,8,28111.43,12964.41,2,0,2,1
22,Male,Single,Master's,6695.57,557.96,Employed,0.065,709,4093.02,Other,12.67,36,137.26,C2,3,10664.35,9301.71,0,0,0,1
44,Female,Widowed,Bachelor's,56112.37,4676.03,Employed,0.098,672,17254.69,Car,12.88,36,580.38,C1,6,73168.59,10382.45,3,0,5,1
51,Male,Single,Bachelor's,62544.51,5212.04,Employed,0.083,585,5759.71,Car,13.09,60,131.32,E3,2,78257.47,7329.03,1,0,1,1
47,Female,Married,Other,18121.8,1510.15,Self-employed,0.139,736,27355.26,Debt consolidation,10.34,36,887.05,C3,6,32100.41,24644.24,1,0,2,1
22,Female,Divorced,High School,38618,3218.17,Employed,0.092,623,500,Debt consolidation,12.82,36,16.8,D2,4,54940.21,39879.47,2,0,3,1
34,Female,Single,Bachelor's,68667.79,5722.32,Employed,0.106,543,20953.2,Other,16.25,60,512.33,F3,6,49748.89,23001.99,2,0,2,1
24,Female,Married,High School,15798.83,1316.57,Employed,0.396,700,16560.97,Business,12.23,60,370.32,C2,8,29894.64,9601.99,1,0,1,1
69,Male,Single,Bachelor's,75552.06,6296,Student,0.253,850,1892.07,Debt consolidation,9.21,36,60.35,A4,5,52914.73,34680.59,1,0,2,1
33,Female,Single,Bachelor's,61510.82,5125.9,Retired,0.16,661,17333.27,Home,10.34,36,562.07,D5,8,41640.55,19515.05,0,0,1,1
56,Female,Single,Other,77831.42,6485.95,Employed,0.1,705,12931.44,Car,15.81,36,453.42,C2,4,79153.17,32648.47,2,0,3,1
55,Male,Married,Bachelor's,124686.86,10390.57,Unemployed,0.214,779,25234.87,Other,8.97,60,523.47,B2,7,105690.46,16582.14,1,0,1,0
64,Male,Single,Master's,21894.53,1824.54,Employed,0.268,627,5470.55,Home,11.64,36,180.76,D5,6,24393.15,3620.83,2,0,2,1
74,Female,Single,Master's,59762.74,4980.23,Employed,0.247,693,9237.46,Car,13.51,36,313.52,C5,5,43351.18,18698.88,2,0,2,1
75,Male,Single,High School,17169.14,1430.76,Employed,0.078,639,15151.48,Business,12.31,36,505.49,D1,8,19163.08,4508.38,0,0,0,1
28,Female,Single,Other,25151.01,2095.92,Self-employed,0.26,613,9030.25,Debt consolidation,13.78,60,209.09,D2,5,29229.58,17886.59,0,0,0,0
22,Male,Married,Bachelor's,114851.53,9570.96,Employed,0.126,561,1217.68,Education,13.9,60,28.27,F4,6,117699.02,63846.51,4,0,4,0
26,Male,Single,Bachelor's,57132.93,4761.08,Employed,0.104,728,14462.27,Business,13.97,60,336.29,C1,5,74411.98,43378.94,1,0,1,1
51,Female,Divorced,High School,24966,2080.5,Employed,0.227,573,1562.93,Debt consolidation,17.43,36,56.06,F3,5,29641.43,10776.25,1,0,1,1
74,Male,Married,Bachelor's,21135.36,1761.28,Employed,0.07,704,7307.81,Debt consolidation,14.46,60,171.79,C5,6,18996.05,11230.25,2,0,4,1
30,Female,Married,High School,36040.32,3003.36,Self-employed,0.142,687,26279.88,Car,12.36,36,877.39,C5,3,21623.9,2529.72,0,0,1,1
64,Male,Single,High School,22948.42,1912.37,Employed,0.079,561,11467.63,Medical,16.93,60,284.57,F3,6,33509.37,17570.62,3,0,4,1
41,Male,Single,High School,12518.22,1043.18,Employed,0.075,765,15748.75,Education,8.15,60,320.46,B3,4,12212.06,6005.6,2,0,3,1
62,Female,Married,Bachelor's,33672.62,2806.05,Employed,0.437,561,12866.58,Debt consolidation,11.95,36,427.05,F3,7,30251.93,22170.98,1,0,1,0
30,Female,Single,Master's,16562.78,1380.23,Employed,0.256,737,4685.36,Home,10.98,36,153.35,C5,7,29356.96,8272.66,4,0,4,1
43,Female,Married,Master's,26326.12,2193.84,Employed,0.258,504,21503.63,Car,16,60,522.93,F5,3,33809.15,3849.9,5,0,7,1
23,Female,Single,High School,104027,8668.92,Employed,0.034,671,17102.95,Home,11.25,36,561.96,C5,4,133505.01,52016.76,3,0,3,1
52,Female,Widowed,Master's,27459.98,2288.33,Unemployed,0.069,698,10400.62,Debt consolidation,8.89,36,330.2,C5,7,39709.95,20450.12,0,0,1,1
40,Female,Single,Bachelor's,15178.07,1264.84,Student,0.225,663,27773.25,Home,16.05,36,977.11,D4,3,14742.42,12397.07,1,0,1,0
30,Male,Single,High School,53993.15,4499.43,Employed,0.186,796,12649.39,Car,12.03,36,420.32,B5,9,50687.25,34906.67,3,0,3,1
49,Female,Married,High School,39497.13,3291.43,Unemployed,0.213,813,500,Debt consolidation,11.17,36,16.41,A2,4,35387.59,25044.33,2,0,2,1
61,Male,Single,Master's,66484.67,5540.39,Employed,0.345,734,28756.47,Home,9.76,36,924.65,C2,3,64371.47,7907,1,0,2,1
72,Male,Single,Master's,36284.08,3023.67,Self-employed,0.165,773,18206,Other,10.01,36,587.54,B2,4,43571.06,7694.54,0,0,0,1
71,Male,Single,High School,37141.21,3095.1,Unemployed,0.53,559,500,Business,12.79,60,11.32,F5,2,37429.09,28103.38,3,0,3,0
66,Male,Single,High School,43677.4,3639.78,Employed,0.382,612,23942.19,Education,14.2,36,820.61,D5,5,54769.88,8222.13,2,0,3,0
54,Female,Single,High School,76505.34,6375.44,Self-employed,0.122,703,8563.9,Car,14.26,36,293.78,C2,6,106384.44,32904.27,0,0,0,1
57,Male,Single,Master's,18706.67,1558.89,Employed,0.167,618,500,Debt consolidation,16.35,36,17.67,D2,3,20855.05,10519.59,2,0,2,0
40,Male,Married,Other,68698.01,5724.83,Employed,0.413,562,18857.37,Debt consolidation,13.04,36,635.74,F2,8,94688.25,73555.93,2,0,3,0
28,Male,Single,Bachelor's,40562,3380.17,Employed,0.175,782,28050.94,Other,10.19,36,907.63,B5,6,30162.3,27639.8,0,0,1,1
27,Male,Married,High School,58507.5,4875.62,Employed,0.136,672,1782.48,Debt consolidation,15.49,36,62.22,C3,3,34975.1,30943.77,0,0,2,1
26,Female,Married,Bachelor's,17342.45,1445.2,Employed,0.024,527,11008.43,Debt consolidation,17.89,36,397.37,F3,5,23346.82,5127.89,0,0,0,1
31,Male,Single,Other,22524.03,1877,Retired,0.125,744,15375.02,Education,9.16,36,490.07,B2,6,21905.22,7171.49,1,0,2,1
64,Male,Single,Other,13408.3,1117.36,Employed,0.196,675,538.12,Car,12.07,36,17.89,C5,4,14618.48,3521.67,0,0,0,1
38,Male,Married,Other,24162.96,2013.58,Employed,0.093,574,12157.49,Education,14.64,36,419.3,F3,6,33827.76,16566.42,2,0,2,1
71,Male,Married,Bachelor's,32439.46,2703.29,Self-employed,0.244,688,12929.5,Debt consolidation,11.39,36,425.69,C3,6,33383.73,25201.54,0,0,0,1
62,Female,Single,Bachelor's,16658.01,1388.17,Employed,0.299,623,23825.74,Car,14.37,36,818.6,D4,4,20383.73,2329.06,1,1,1,0
49,Male,Divorced,PhD,23899.45,1991.62,Employed,0.093,706,26107.05,Home,14.1,36,893.55,C1,3,18084.68,10413.83,3,0,3,1
45,Male,Married,PhD,43436.89,3619.74,Retired,0.165,665,26098.88,Debt consolidation,10.79,60,564.72,D4,5,43534.45,33910.81,3,0,3,1
41,Male,Single,High School,66277.81,5523.15,Self-employed,0.303,670,10490.89,Vacation,12.57,36,351.31,C2,9,44342.43,17806.46,5,0,5,1
66,Male,Divorced,Master's,34369.8,2864.15,Self-employed,0.27,718,6420.11,Home,10.52,36,208.73,C1,4,25717.76,18824.89,2,1,2,1
23,Female,Single,PhD,39099.13,3258.26,Employed,0.06,587,500,Home,16.25,36,17.64,E3,4,44206.43,25903.83,1,0,1,0
38,Male,Widowed,PhD,31652.34,2637.7,Self-employed,0.015,711,11007.19,Car,12.59,36,368.71,C2,6,33709.14,21531.43,1,0,3,1
44,Female,Single,Master's,24491.43,2040.95,Employed,0.168,726,5622.43,Education,11.26,36,184.76,C1,8,30506.69,23610.79,2,0,2,1
67,Female,Single,Bachelor's,29639.34,2469.95,Employed,0.165,597,8439.86,Home,11.66,60,186.29,E1,6,41319.39,9359.03,0,0,1,1
58,Male,Married,Master's,30439.71,2536.64,Unemployed,0.185,690,21458.22,Car,15.94,60,521.14,C4,3,40751.31,33352.39,3,0,4,0
30,Other,Single,Bachelor's,54854.34,4571.2,Retired,0.109,725,21053.25,Other,12.88,60,477.73,C2,10,68017.03,3840.1,0,0,2,1
47,Female,Single,Bachelor's,63499.91,5291.66,Employed,0.38,778,12641.25,Car,8.01,36,396.19,B1,8,57851.77,46352.85,0,0,0,0
32,Female,Married,High School,36643.78,3053.65,Unemployed,0.121,647,25720.69,Education,12.77,36,863.79,D1,5,58201.63,5153.46,0,0,0,0
27,Male,Single,Bachelor's,23937.07,1994.76,Employed,0.236,656,11395.09,Debt consolidation,11.36,60,249.81,D2,6,30930.45,25711.94,1,0,1,0
37,Female,Divorced,Bachelor's,9991.21,832.6,Employed,0.156,747,13179.55,Debt consolidation,12.61,36,441.6,B5,10,15428.29,5231.7,2,0,2,1
21,Male,Single,Bachelor's,20263.27,1688.61,Employed,0.107,740,12269.42,Business,12.03,36,407.7,B2,2,23689.18,6804.27,1,0,3,1
70,Male,Married,High School,43418.52,3618.21,Employed,0.214,645,9601.6,Debt consolidation,14.11,36,328.67,D1,5,31510.16,4874.51,3,0,5,1
46,Female,Single,Bachelor's,28794.12,2399.51,Employed,0.281,632,4329.52,Debt consolidation,11.61,60,95.46,D3,6,36996.81,22166.74,3,0,4,1
35,Female,Married,Bachelor's,31183.59,2598.63,Employed,0.465,718,9764.59,Car,10.88,36,319.13,C5,5,29064.57,7285.56,4,0,4,0
71,Male,Single,Master's,14064.23,1172.02,Employed,0.119,697,8528.57,Debt consolidation,12.96,60,193.88,C2,7,22909.28,15984.29,1,0,2,1
53,Female,Married,Bachelor's,29364.14,2447.01,Employed,0.186,600,15553.24,Debt consolidation,16.8,36,552.97,E3,8,29005.88,2212.92,2,0,3,0
57,Female,Single,Master's,56695.8,4724.65,Employed,0.334,731,20106.55,Debt consolidation,12.19,60,449.19,C4,3,83523.8,12747.61,1,0,1,1
67,Male,Single,High School,12353.92,1029.49,Employed,0.082,557,12536.75,Business,18.75,36,457.96,F5,7,19772.27,13047.31,2,0,3,1
51,Male,Single,High School,6000,500,Self-employed,0.1,659,13392.84,Other,10.58,36,435.81,D2,7,11852.09,3200.87,2,0,2,1
55,Male,Single,High School,16648.16,1387.35,Employed,0.078,778,22972.49,Business,8.18,60,467.78,B4,5,24109.22,6415.29,2,0,3,1
21,Female,Single,Master's,41162.84,3430.24,Employed,0.415,571,31016.04,Car,11.88,36,1028.4,F1,10,68346.52,30369.01,0,0,0,1
28,Female,Married,Bachelor's,20474.8,1706.23,Employed,0.319,743,903.62,Car,11.47,36,29.78,B3,2,17838.61,12538.24,1,0,2,1
32,Male,Single,Bachelor's,57435.68,4786.31,Student,0.104,574,13023.45,Other,13.79,60,301.62,F5,5,74965.48,41973.83,1,0,1,0
74,Female,Single,Master's,64150.8,5345.9,Employed,0.061,681,8251.72,Home,11.51,36,272.15,C5,7,71354.01,12854,0,0,0,1
39,Female,Divorced,High School,15329.61,1277.47,Employed,0.201,768,20008.46,Debt consolidation,8.44,36,631.06,B5,9,18578.67,12607.44,0,0,0,1
45,Female,Married,High School,60214.07,5017.84,Employed,0.364,657,15092.88,Debt consolidation,14.87,60,358.03,D2,7,53658.45,14115.31,2,0,2,0
52,Male,Divorced,Bachelor's,62794.77,5232.9,Student,0.283,751,9707.75,Medical,11.16,36,318.56,B3,5,93758.36,14692.07,1,0,1,0
32,Female,Divorced,High School,39960.86,3330.07,Self-employed,0.126,725,19035.46,Business,9.38,60,398.66,C3,2,41597.08,29102.96,1,0,2,1
33,Female,Single,Bachelor's,31050.52,2587.54,Unemployed,0.234,669,13494.66,Home,13.32,36,456.77,D4,7,36675.21,23603.83,5,0,5,0
48,Male,Divorced,Other,68457.29,5704.77,Self-employed,0.048,701,27971.97,Debt consolidation,12.42,36,934.69,C2,4,69586.65,8692.27,2,0,2,1
21,Male,Single,Bachelor's,96916.07,8076.34,Employed,0.274,660,19226.85,Debt consolidation,11.5,60,422.85,D5,2,108478.63,92005.65,5,0,6,1
71,Female,Divorced,Bachelor's,34565.42,2880.45,Employed,0.094,706,38474.78,Debt consolidation,11.94,36,1276.81,C2,6,43415.32,4807.72,2,0,4,1
26,Male,Married,Bachelor's,42215.53,3517.96,Employed,0.065,516,11750.19,Other,15.93,60,285.3,F4,2,62854.79,28848.51,1,0,1,1
28,Female,Married,Bachelor's,55819.95,4651.66,Employed,0.151,683,31422.42,Home,11.25,60,687.12,C1,7,43871.8,28496.39,6,1,6,1
24,Male,Married,Other,106374.91,8864.58,Employed,0.061,788,18825.66,Business,10.1,60,400.92,B3,8,89658.16,75716.01,1,0,1,1
25,Male,Married,Other,78847.76,6570.65,Employed,0.344,708,4109.97,Debt consolidation,11.42,36,135.37,C5,5,53331.7,37975.71,1,0,2,1
45,Male,Married,Master's,26866.82,2238.9,Self-employed,0.371,762,16607.98,Business,8.99,36,528.05,B2,3,29866.36,23356.18,0,0,0,1
42,Male,Single,High School,77400.15,6450.01,Employed,0.263,651,500,Medical,12.82,60,11.33,D4,2,75804.84,61692.41,0,0,0,1
48,Male,Single,PhD,10387.21,865.6,Self-employed,0.11,752,34165.03,Debt consolidation,11.07,60,744.02,B2,6,16336.72,9104.36,2,0,3,1
59,Female,Married,High School,49952.5,4162.71,Employed,0.046,555,18176.19,Medical,14.86,36,628.84,F5,5,60604.03,5667.27,3,0,4,1
43,Male,Single,Bachelor's,200068.18,16672.35,Employed,0.277,748,31076.98,Debt consolidation,8.19,36,976.57,B4,5,107870.91,93469.98,2,0,3,1
24,Female,Married,Bachelor's,17096.01,1424.67,Employed,0.346,609,2349.26,Home,14.18,36,80.5,E1,4,14159.13,11264.39,1,0,1,1
72,Female,Married,High School,32971.48,2747.62,Self-employed,0.106,540,6857.65,Home,13.57,60,158.04,F5,4,29271.73,11940.19,6,0,6,1
24,Male,Single,PhD,27006.38,2250.53,Unemployed,0.237,671,4524.57,Debt consolidation,14.13,60,105.58,C4,6,30584.76,14943.95,0,0,1,0
67,Male,Married,Other,29617.96,2468.16,Unemployed,0.102,647,5519.17,Business,14.26,60,129.17,D5,4,41461.04,39105.27,6,0,6,0
